action,sample_id,input_path,split,source
paper,paper-set2 (422)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (422)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,hand-11-795,./dataset/skeleton_final_v2/thumbdown/hand-11-795.npy,train,original_3d
thumbdown,hand-11-795__Cam_0,./dataset/multiview3d_blender/thumbdown/hand-11-795/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,hand-11-795__Cam_2,./dataset/multiview3d_blender/thumbdown/hand-11-795/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,hand-11-795__Cam_4,./dataset/multiview3d_blender/thumbdown/hand-11-795/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,hand-11-795__Cam_5,./dataset/multiview3d_blender/thumbdown/hand-11-795/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (43),./dataset/skeleton_final_v2/scissors/scissors-set2 (43).npy,train,original_3d
scissors,scissors-set2 (43)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (43)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (43)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (43)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (43)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (43)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (43)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (43)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup_9306,./dataset/skeleton_final_v2/thumbup/thumbup_9306.npy,train,original_3d
thumbup,thumbup_9306__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup_9306/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup_9306__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup_9306/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup_9306__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup_9306/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup_9306__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup_9306/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup_6200,./dataset/skeleton_final_v2/thumbup/thumbup_6200.npy,train,original_3d
thumbup,thumbup_6200__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup_6200/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup_6200__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup_6200/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup_6200__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup_6200/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup_6200__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup_6200/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown_4402,./dataset/skeleton_final_v2/thumbdown/thumbdown_4402.npy,train,original_3d
thumbdown,thumbdown_4402__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown_4402/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown_4402__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown_4402/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown_4402__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown_4402/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown_4402__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown_4402/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown (266),./dataset/skeleton_final_v2/thumbdown/thumbdown (266).npy,train,original_3d
thumbdown,thumbdown (266)__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown (266)/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown (266)__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown (266)/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown (266)__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown (266)/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown (266)__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown (266)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown (238),./dataset/skeleton_final_v2/thumbdown/thumbdown (238).npy,train,original_3d
thumbdown,thumbdown (238)__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown (238)/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown (238)__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown (238)/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown (238)__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown (238)/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown (238)__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown (238)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (669),./dataset/skeleton_final_v2/scissors/scissors-set2 (669).npy,train,original_3d
scissors,scissors-set2 (669)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (669)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (669)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (669)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (669)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (669)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (669)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (669)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_6982,./dataset/skeleton_final_v2/ok/ok_6982.npy,train,original_3d
ok,ok_6982__Cam_0,./dataset/multiview3d_blender/ok/ok_6982/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_6982__Cam_2,./dataset/multiview3d_blender/ok/ok_6982/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_6982__Cam_4,./dataset/multiview3d_blender/ok/ok_6982/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_6982__Cam_5,./dataset/multiview3d_blender/ok/ok_6982/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (219),./dataset/skeleton_final_v2/paper/paper-set2 (219).npy,train,original_3d
paper,paper-set2 (219)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (219)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (219)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (219)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (219)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (219)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (219)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (219)/Cam_5.npy,train,multiview3d_Cam_5
rock,rock-set2 (141),./dataset/skeleton_final_v2/rock/rock-set2 (141).npy,train,original_3d
rock,rock-set2 (141)__Cam_0,./dataset/multiview3d_blender/rock/rock-set2 (141)/Cam_0.npy,train,multiview3d_Cam_0
rock,rock-set2 (141)__Cam_2,./dataset/multiview3d_blender/rock/rock-set2 (141)/Cam_2.npy,train,multiview3d_Cam_2
rock,rock-set2 (141)__Cam_4,./dataset/multiview3d_blender/rock/rock-set2 (141)/Cam_4.npy,train,multiview3d_Cam_4
rock,rock-set2 (141)__Cam_5,./dataset/multiview3d_blender/rock/rock-set2 (141)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (570),./dataset/skeleton_final_v2/ok/ok_Set2_ (570).npy,train,original_3d
ok,ok_Set2_ (570)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (570)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (570)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (570)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (570)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (570)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (570)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (570)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown (138),./dataset/skeleton_final_v2/thumbdown/thumbdown (138).npy,train,original_3d
thumbdown,thumbdown (138)__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown (138)/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown (138)__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown (138)/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown (138)__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown (138)/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown (138)__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown (138)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (302),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (302).npy,train,original_3d
the-finger,the-finger-set2 (302)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (302)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (302)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (302)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (302)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (302)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (302)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (302)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (291),./dataset/skeleton_final_v2/thumbup/thumbup (291).npy,train,original_3d
thumbup,thumbup (291)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (291)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (291)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (291)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (291)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (291)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (291)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (291)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger_9446,./dataset/skeleton_final_v2/the-finger/the-finger_9446.npy,train,original_3d
the-finger,the-finger_9446__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger_9446/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger_9446__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger_9446/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger_9446__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger_9446/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger_9446__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger_9446/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (458),./dataset/skeleton_final_v2/scissors/scissors-set2 (458).npy,train,original_3d
scissors,scissors-set2 (458)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (458)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (458)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (458)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (458)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (458)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (458)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (458)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger_6876,./dataset/skeleton_final_v2/the-finger/the-finger_6876.npy,train,original_3d
the-finger,the-finger_6876__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger_6876/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger_6876__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger_6876/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger_6876__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger_6876/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger_6876__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger_6876/Cam_5.npy,train,multiview3d_Cam_5
thumbup,hand-10-2115,./dataset/skeleton_final_v2/thumbup/hand-10-2115.npy,train,original_3d
thumbup,hand-10-2115__Cam_0,./dataset/multiview3d_blender/thumbup/hand-10-2115/Cam_0.npy,train,multiview3d_Cam_0
thumbup,hand-10-2115__Cam_2,./dataset/multiview3d_blender/thumbup/hand-10-2115/Cam_2.npy,train,multiview3d_Cam_2
thumbup,hand-10-2115__Cam_4,./dataset/multiview3d_blender/thumbup/hand-10-2115/Cam_4.npy,train,multiview3d_Cam_4
thumbup,hand-10-2115__Cam_5,./dataset/multiview3d_blender/thumbup/hand-10-2115/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (221),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (221).npy,train,original_3d
the-finger,the-finger-set2 (221)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (221)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (221)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (221)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (221)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (221)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (221)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (221)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper_3644,./dataset/skeleton_final_v2/paper/paper_3644.npy,train,original_3d
paper,paper_3644__Cam_0,./dataset/multiview3d_blender/paper/paper_3644/Cam_0.npy,train,multiview3d_Cam_0
paper,paper_3644__Cam_2,./dataset/multiview3d_blender/paper/paper_3644/Cam_2.npy,train,multiview3d_Cam_2
paper,paper_3644__Cam_4,./dataset/multiview3d_blender/paper/paper_3644/Cam_4.npy,train,multiview3d_Cam_4
paper,paper_3644__Cam_5,./dataset/multiview3d_blender/paper/paper_3644/Cam_5.npy,train,multiview3d_Cam_5
thumbup,hand-11-2330,./dataset/skeleton_final_v2/thumbup/hand-11-2330.npy,train,original_3d
thumbup,hand-11-2330__Cam_0,./dataset/multiview3d_blender/thumbup/hand-11-2330/Cam_0.npy,train,multiview3d_Cam_0
thumbup,hand-11-2330__Cam_2,./dataset/multiview3d_blender/thumbup/hand-11-2330/Cam_2.npy,train,multiview3d_Cam_2
thumbup,hand-11-2330__Cam_4,./dataset/multiview3d_blender/thumbup/hand-11-2330/Cam_4.npy,train,multiview3d_Cam_4
thumbup,hand-11-2330__Cam_5,./dataset/multiview3d_blender/thumbup/hand-11-2330/Cam_5.npy,train,multiview3d_Cam_5
thumbup,hand-9-1730,./dataset/skeleton_final_v2/thumbup/hand-9-1730.npy,train,original_3d
thumbup,hand-9-1730__Cam_0,./dataset/multiview3d_blender/thumbup/hand-9-1730/Cam_0.npy,train,multiview3d_Cam_0
thumbup,hand-9-1730__Cam_2,./dataset/multiview3d_blender/thumbup/hand-9-1730/Cam_2.npy,train,multiview3d_Cam_2
thumbup,hand-9-1730__Cam_4,./dataset/multiview3d_blender/thumbup/hand-9-1730/Cam_4.npy,train,multiview3d_Cam_4
thumbup,hand-9-1730__Cam_5,./dataset/multiview3d_blender/thumbup/hand-9-1730/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_5760,./dataset/skeleton_final_v2/ok/ok_5760.npy,train,original_3d
ok,ok_5760__Cam_0,./dataset/multiview3d_blender/ok/ok_5760/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_5760__Cam_2,./dataset/multiview3d_blender/ok/ok_5760/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_5760__Cam_4,./dataset/multiview3d_blender/ok/ok_5760/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_5760__Cam_5,./dataset/multiview3d_blender/ok/ok_5760/Cam_5.npy,train,multiview3d_Cam_5
thumbup,hand-10-5,./dataset/skeleton_final_v2/thumbup/hand-10-5.npy,train,original_3d
thumbup,hand-10-5__Cam_0,./dataset/multiview3d_blender/thumbup/hand-10-5/Cam_0.npy,train,multiview3d_Cam_0
thumbup,hand-10-5__Cam_2,./dataset/multiview3d_blender/thumbup/hand-10-5/Cam_2.npy,train,multiview3d_Cam_2
thumbup,hand-10-5__Cam_4,./dataset/multiview3d_blender/thumbup/hand-10-5/Cam_4.npy,train,multiview3d_Cam_4
thumbup,hand-10-5__Cam_5,./dataset/multiview3d_blender/thumbup/hand-10-5/Cam_5.npy,train,multiview3d_Cam_5
thumbup,hand-10-245,./dataset/skeleton_final_v2/thumbup/hand-10-245.npy,train,original_3d
thumbup,hand-10-245__Cam_0,./dataset/multiview3d_blender/thumbup/hand-10-245/Cam_0.npy,train,multiview3d_Cam_0
thumbup,hand-10-245__Cam_2,./dataset/multiview3d_blender/thumbup/hand-10-245/Cam_2.npy,train,multiview3d_Cam_2
thumbup,hand-10-245__Cam_4,./dataset/multiview3d_blender/thumbup/hand-10-245/Cam_4.npy,train,multiview3d_Cam_4
thumbup,hand-10-245__Cam_5,./dataset/multiview3d_blender/thumbup/hand-10-245/Cam_5.npy,train,multiview3d_Cam_5
thumbup,hand-11-2320,./dataset/skeleton_final_v2/thumbup/hand-11-2320.npy,train,original_3d
thumbup,hand-11-2320__Cam_0,./dataset/multiview3d_blender/thumbup/hand-11-2320/Cam_0.npy,train,multiview3d_Cam_0
thumbup,hand-11-2320__Cam_2,./dataset/multiview3d_blender/thumbup/hand-11-2320/Cam_2.npy,train,multiview3d_Cam_2
thumbup,hand-11-2320__Cam_4,./dataset/multiview3d_blender/thumbup/hand-11-2320/Cam_4.npy,train,multiview3d_Cam_4
thumbup,hand-11-2320__Cam_5,./dataset/multiview3d_blender/thumbup/hand-11-2320/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (331),./dataset/skeleton_final_v2/ok/ok_Set2_ (331).npy,train,original_3d
ok,ok_Set2_ (331)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (331)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (331)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (331)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (331)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (331)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (331)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (331)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (373),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (373).npy,train,original_3d
the-finger,the-finger-set2 (373)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (373)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (373)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (373)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (373)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (373)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (373)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (373)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger_7852,./dataset/skeleton_final_v2/the-finger/the-finger_7852.npy,train,original_3d
the-finger,the-finger_7852__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger_7852/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger_7852__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger_7852/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger_7852__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger_7852/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger_7852__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger_7852/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors (145),./dataset/skeleton_final_v2/scissors/scissors (145).npy,train,original_3d
scissors,scissors (145)__Cam_0,./dataset/multiview3d_blender/scissors/scissors (145)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors (145)__Cam_2,./dataset/multiview3d_blender/scissors/scissors (145)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors (145)__Cam_4,./dataset/multiview3d_blender/scissors/scissors (145)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors (145)__Cam_5,./dataset/multiview3d_blender/scissors/scissors (145)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (728),./dataset/skeleton_final_v2/scissors/scissors-set2 (728).npy,train,original_3d
scissors,scissors-set2 (728)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (728)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (728)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (728)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (728)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (728)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (728)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (728)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (314),./dataset/skeleton_final_v2/paper/paper-set2 (314).npy,train,original_3d
paper,paper-set2 (314)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (314)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (314)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (314)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (314)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (314)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (314)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (314)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (488),./dataset/skeleton_final_v2/thumbup/thumbup (488).npy,train,original_3d
thumbup,thumbup (488)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (488)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (488)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (488)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (488)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (488)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (488)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (488)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (20),./dataset/skeleton_final_v2/ok/ok_Set2_ (20).npy,train,original_3d
ok,ok_Set2_ (20)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (20)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (20)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (20)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (20)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (20)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (20)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (20)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_2965,./dataset/skeleton_final_v2/ok/ok_2965.npy,train,original_3d
ok,ok_2965__Cam_0,./dataset/multiview3d_blender/ok/ok_2965/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_2965__Cam_2,./dataset/multiview3d_blender/ok/ok_2965/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_2965__Cam_4,./dataset/multiview3d_blender/ok/ok_2965/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_2965__Cam_5,./dataset/multiview3d_blender/ok/ok_2965/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown_537,./dataset/skeleton_final_v2/thumbdown/thumbdown_537.npy,train,original_3d
thumbdown,thumbdown_537__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown_537/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown_537__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown_537/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown_537__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown_537/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown_537__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown_537/Cam_5.npy,train,multiview3d_Cam_5
paper,paper_5122,./dataset/skeleton_final_v2/paper/paper_5122.npy,train,original_3d
paper,paper_5122__Cam_0,./dataset/multiview3d_blender/paper/paper_5122/Cam_0.npy,train,multiview3d_Cam_0
paper,paper_5122__Cam_2,./dataset/multiview3d_blender/paper/paper_5122/Cam_2.npy,train,multiview3d_Cam_2
paper,paper_5122__Cam_4,./dataset/multiview3d_blender/paper/paper_5122/Cam_4.npy,train,multiview3d_Cam_4
paper,paper_5122__Cam_5,./dataset/multiview3d_blender/paper/paper_5122/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown (157),./dataset/skeleton_final_v2/thumbdown/thumbdown (157).npy,train,original_3d
thumbdown,thumbdown (157)__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown (157)/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown (157)__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown (157)/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown (157)__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown (157)/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown (157)__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown (157)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown (223),./dataset/skeleton_final_v2/thumbdown/thumbdown (223).npy,train,original_3d
thumbdown,thumbdown (223)__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown (223)/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown (223)__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown (223)/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown (223)__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown (223)/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown (223)__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown (223)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (272),./dataset/skeleton_final_v2/scissors/scissors-set2 (272).npy,train,original_3d
scissors,scissors-set2 (272)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (272)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (272)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (272)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (272)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (272)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (272)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (272)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok (103),./dataset/skeleton_final_v2/ok/ok (103).npy,train,original_3d
ok,ok (103)__Cam_0,./dataset/multiview3d_blender/ok/ok (103)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok (103)__Cam_2,./dataset/multiview3d_blender/ok/ok (103)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok (103)__Cam_4,./dataset/multiview3d_blender/ok/ok (103)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok (103)__Cam_5,./dataset/multiview3d_blender/ok/ok (103)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (251),./dataset/skeleton_final_v2/ok/ok_Set2_ (251).npy,train,original_3d
