action,sample_id,cam_0_path,cam_2_path,cam_4_path,cam_5_path,split
thumbdown,thumbdown (172),./dataset/multiview_blender/thumbdown/thumbdown (172)/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown (172)/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown (172)/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown (172)/Cam_5.npy,train
paper,paper (6),./dataset/multiview_blender/paper/paper (6)/Cam_0.npy,./dataset/multiview_blender/paper/paper (6)/Cam_2.npy,./dataset/multiview_blender/paper/paper (6)/Cam_4.npy,./dataset/multiview_blender/paper/paper (6)/Cam_5.npy,train
rock,rock (95),./dataset/multiview_blender/rock/rock (95)/Cam_0.npy,./dataset/multiview_blender/rock/rock (95)/Cam_2.npy,./dataset/multiview_blender/rock/rock (95)/Cam_4.npy,./dataset/multiview_blender/rock/rock (95)/Cam_5.npy,train
scissors,scissors-set2 (383),./dataset/multiview_blender/scissors/scissors-set2 (383)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (383)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (383)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (383)/Cam_5.npy,train
ok,ok_Set2_ (244),./dataset/multiview_blender/ok/ok_Set2_ (244)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (244)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (244)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (244)/Cam_5.npy,train
paper,paper_3640,./dataset/multiview_blender/paper/paper_3640/Cam_0.npy,./dataset/multiview_blender/paper/paper_3640/Cam_2.npy,./dataset/multiview_blender/paper/paper_3640/Cam_4.npy,./dataset/multiview_blender/paper/paper_3640/Cam_5.npy,train
scissors,scissors (261),./dataset/multiview_blender/scissors/scissors (261)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (261)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (261)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (261)/Cam_5.npy,train
paper,paper (33),./dataset/multiview_blender/paper/paper (33)/Cam_0.npy,./dataset/multiview_blender/paper/paper (33)/Cam_2.npy,./dataset/multiview_blender/paper/paper (33)/Cam_4.npy,./dataset/multiview_blender/paper/paper (33)/Cam_5.npy,train
thumbup,thumbup (454),./dataset/multiview_blender/thumbup/thumbup (454)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (454)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (454)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (454)/Cam_5.npy,train
paper,paper_3746,./dataset/multiview_blender/paper/paper_3746/Cam_0.npy,./dataset/multiview_blender/paper/paper_3746/Cam_2.npy,./dataset/multiview_blender/paper/paper_3746/Cam_4.npy,./dataset/multiview_blender/paper/paper_3746/Cam_5.npy,train
scissors,scissors-set2 (716),./dataset/multiview_blender/scissors/scissors-set2 (716)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (716)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (716)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (716)/Cam_5.npy,train
rock,rock (209),./dataset/multiview_blender/rock/rock (209)/Cam_0.npy,./dataset/multiview_blender/rock/rock (209)/Cam_2.npy,./dataset/multiview_blender/rock/rock (209)/Cam_4.npy,./dataset/multiview_blender/rock/rock (209)/Cam_5.npy,train
thumbdown,thumbdown (235),./dataset/multiview_blender/thumbdown/thumbdown (235)/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown (235)/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown (235)/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown (235)/Cam_5.npy,train
thumbdown,thumbdown_4474,./dataset/multiview_blender/thumbdown/thumbdown_4474/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown_4474/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown_4474/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown_4474/Cam_5.npy,train
paper,paper (79),./dataset/multiview_blender/paper/paper (79)/Cam_0.npy,./dataset/multiview_blender/paper/paper (79)/Cam_2.npy,./dataset/multiview_blender/paper/paper (79)/Cam_4.npy,./dataset/multiview_blender/paper/paper (79)/Cam_5.npy,train
scissors,scissors-set2 (348),./dataset/multiview_blender/scissors/scissors-set2 (348)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (348)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (348)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (348)/Cam_5.npy,train
paper,paper_2453,./dataset/multiview_blender/paper/paper_2453/Cam_0.npy,./dataset/multiview_blender/paper/paper_2453/Cam_2.npy,./dataset/multiview_blender/paper/paper_2453/Cam_4.npy,./dataset/multiview_blender/paper/paper_2453/Cam_5.npy,train
the-finger,the-finger-set2 (286),./dataset/multiview_blender/the-finger/the-finger-set2 (286)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (286)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (286)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (286)/Cam_5.npy,train
scissors,scissors-set2 (698),./dataset/multiview_blender/scissors/scissors-set2 (698)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (698)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (698)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (698)/Cam_5.npy,train
paper,paper-set2 (209),./dataset/multiview_blender/paper/paper-set2 (209)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (209)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (209)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (209)/Cam_5.npy,train
thumbup,hand-9-1630,./dataset/multiview_blender/thumbup/hand-9-1630/Cam_0.npy,./dataset/multiview_blender/thumbup/hand-9-1630/Cam_2.npy,./dataset/multiview_blender/thumbup/hand-9-1630/Cam_4.npy,./dataset/multiview_blender/thumbup/hand-9-1630/Cam_5.npy,train
scissors,scissors_2749,./dataset/multiview_blender/scissors/scissors_2749/Cam_0.npy,./dataset/multiview_blender/scissors/scissors_2749/Cam_2.npy,./dataset/multiview_blender/scissors/scissors_2749/Cam_4.npy,./dataset/multiview_blender/scissors/scissors_2749/Cam_5.npy,train
thumbup,thumbup (415),./dataset/multiview_blender/thumbup/thumbup (415)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (415)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (415)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (415)/Cam_5.npy,train
thumbup,thumbup (420),./dataset/multiview_blender/thumbup/thumbup (420)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (420)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (420)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (420)/Cam_5.npy,train
the-finger,the-finger_600,./dataset/multiview_blender/the-finger/the-finger_600/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger_600/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger_600/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger_600/Cam_5.npy,train
ok,ok_Set2_ (155),./dataset/multiview_blender/ok/ok_Set2_ (155)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (155)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (155)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (155)/Cam_5.npy,train
scissors,scissors-set2 (363),./dataset/multiview_blender/scissors/scissors-set2 (363)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (363)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (363)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (363)/Cam_5.npy,train
scissors,scissors (276),./dataset/multiview_blender/scissors/scissors (276)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (276)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (276)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (276)/Cam_5.npy,train
ok,ok_89,./dataset/multiview_blender/ok/ok_89/Cam_0.npy,./dataset/multiview_blender/ok/ok_89/Cam_2.npy,./dataset/multiview_blender/ok/ok_89/Cam_4.npy,./dataset/multiview_blender/ok/ok_89/Cam_5.npy,train
the-finger,the-finger_6285,./dataset/multiview_blender/the-finger/the-finger_6285/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger_6285/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger_6285/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger_6285/Cam_5.npy,train
thumbup,thumbup (176),./dataset/multiview_blender/thumbup/thumbup (176)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (176)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (176)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (176)/Cam_5.npy,train
thumbup,thumbup_6410,./dataset/multiview_blender/thumbup/thumbup_6410/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup_6410/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup_6410/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup_6410/Cam_5.npy,train
scissors,scissors_6363,./dataset/multiview_blender/scissors/scissors_6363/Cam_0.npy,./dataset/multiview_blender/scissors/scissors_6363/Cam_2.npy,./dataset/multiview_blender/scissors/scissors_6363/Cam_4.npy,./dataset/multiview_blender/scissors/scissors_6363/Cam_5.npy,train
scissors,scissors (447),./dataset/multiview_blender/scissors/scissors (447)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (447)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (447)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (447)/Cam_5.npy,train
scissors,scissors (271),./dataset/multiview_blender/scissors/scissors (271)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (271)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (271)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (271)/Cam_5.npy,train
scissors,scissors_6563,./dataset/multiview_blender/scissors/scissors_6563/Cam_0.npy,./dataset/multiview_blender/scissors/scissors_6563/Cam_2.npy,./dataset/multiview_blender/scissors/scissors_6563/Cam_4.npy,./dataset/multiview_blender/scissors/scissors_6563/Cam_5.npy,train
ok,ok_Set2_ (505),./dataset/multiview_blender/ok/ok_Set2_ (505)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (505)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (505)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (505)/Cam_5.npy,train
scissors,scissors-set2 (21),./dataset/multiview_blender/scissors/scissors-set2 (21)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (21)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (21)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (21)/Cam_5.npy,train
thumbup,hand-10-2540,./dataset/multiview_blender/thumbup/hand-10-2540/Cam_0.npy,./dataset/multiview_blender/thumbup/hand-10-2540/Cam_2.npy,./dataset/multiview_blender/thumbup/hand-10-2540/Cam_4.npy,./dataset/multiview_blender/thumbup/hand-10-2540/Cam_5.npy,train
the-finger,the-finger-set2 (343),./dataset/multiview_blender/the-finger/the-finger-set2 (343)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (343)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (343)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (343)/Cam_5.npy,train
scissors,scissors-set2 (132),./dataset/multiview_blender/scissors/scissors-set2 (132)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (132)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (132)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (132)/Cam_5.npy,train
ok,ok_Set2_ (457),./dataset/multiview_blender/ok/ok_Set2_ (457)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (457)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (457)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (457)/Cam_5.npy,train
ok,ok_Set2_ (502),./dataset/multiview_blender/ok/ok_Set2_ (502)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (502)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (502)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (502)/Cam_5.npy,train
thumbdown,hand-7-1690,./dataset/multiview_blender/thumbdown/hand-7-1690/Cam_0.npy,./dataset/multiview_blender/thumbdown/hand-7-1690/Cam_2.npy,./dataset/multiview_blender/thumbdown/hand-7-1690/Cam_4.npy,./dataset/multiview_blender/thumbdown/hand-7-1690/Cam_5.npy,train
thumbdown,thumbdown_3389,./dataset/multiview_blender/thumbdown/thumbdown_3389/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown_3389/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown_3389/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown_3389/Cam_5.npy,train
scissors,scissors_2615,./dataset/multiview_blender/scissors/scissors_2615/Cam_0.npy,./dataset/multiview_blender/scissors/scissors_2615/Cam_2.npy,./dataset/multiview_blender/scissors/scissors_2615/Cam_4.npy,./dataset/multiview_blender/scissors/scissors_2615/Cam_5.npy,train
thumbup,thumbup (492),./dataset/multiview_blender/thumbup/thumbup (492)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (492)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (492)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (492)/Cam_5.npy,train
ok,ok_Set2_ (174),./dataset/multiview_blender/ok/ok_Set2_ (174)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (174)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (174)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (174)/Cam_5.npy,train
paper,paper-set2 (506),./dataset/multiview_blender/paper/paper-set2 (506)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (506)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (506)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (506)/Cam_5.npy,train
paper,paper-set2 (460),./dataset/multiview_blender/paper/paper-set2 (460)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (460)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (460)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (460)/Cam_5.npy,train
paper,paper-set2 (66),./dataset/multiview_blender/paper/paper-set2 (66)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (66)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (66)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (66)/Cam_5.npy,train
scissors,scissors_7333,./dataset/multiview_blender/scissors/scissors_7333/Cam_0.npy,./dataset/multiview_blender/scissors/scissors_7333/Cam_2.npy,./dataset/multiview_blender/scissors/scissors_7333/Cam_4.npy,./dataset/multiview_blender/scissors/scissors_7333/Cam_5.npy,train
thumbup,thumbup (388),./dataset/multiview_blender/thumbup/thumbup (388)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (388)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (388)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (388)/Cam_5.npy,train
ok,ok_2491,./dataset/multiview_blender/ok/ok_2491/Cam_0.npy,./dataset/multiview_blender/ok/ok_2491/Cam_2.npy,./dataset/multiview_blender/ok/ok_2491/Cam_4.npy,./dataset/multiview_blender/ok/ok_2491/Cam_5.npy,train
thumbdown,thumbdown (22),./dataset/multiview_blender/thumbdown/thumbdown (22)/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown (22)/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown (22)/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown (22)/Cam_5.npy,train
thumbup,thumbup_8106,./dataset/multiview_blender/thumbup/thumbup_8106/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup_8106/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup_8106/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup_8106/Cam_5.npy,train
paper,paper_2487,./dataset/multiview_blender/paper/paper_2487/Cam_0.npy,./dataset/multiview_blender/paper/paper_2487/Cam_2.npy,./dataset/multiview_blender/paper/paper_2487/Cam_4.npy,./dataset/multiview_blender/paper/paper_2487/Cam_5.npy,train
thumbdown,thumbdown (240),./dataset/multiview_blender/thumbdown/thumbdown (240)/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown (240)/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown (240)/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown (240)/Cam_5.npy,train
paper,paper_5462,./dataset/multiview_blender/paper/paper_5462/Cam_0.npy,./dataset/multiview_blender/paper/paper_5462/Cam_2.npy,./dataset/multiview_blender/paper/paper_5462/Cam_4.npy,./dataset/multiview_blender/paper/paper_5462/Cam_5.npy,train
thumbdown,thumbdown_7248,./dataset/multiview_blender/thumbdown/thumbdown_7248/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown_7248/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown_7248/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown_7248/Cam_5.npy,train
scissors,scissors-set2 (284),./dataset/multiview_blender/scissors/scissors-set2 (284)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (284)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (284)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (284)/Cam_5.npy,train
the-finger,the-finger-set2 (351),./dataset/multiview_blender/the-finger/the-finger-set2 (351)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (351)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (351)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (351)/Cam_5.npy,train
paper,paper_41,./dataset/multiview_blender/paper/paper_41/Cam_0.npy,./dataset/multiview_blender/paper/paper_41/Cam_2.npy,./dataset/multiview_blender/paper/paper_41/Cam_4.npy,./dataset/multiview_blender/paper/paper_41/Cam_5.npy,train
scissors,scissors (206),./dataset/multiview_blender/scissors/scissors (206)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (206)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (206)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (206)/Cam_5.npy,train
thumbup,hand-10-230,./dataset/multiview_blender/thumbup/hand-10-230/Cam_0.npy,./dataset/multiview_blender/thumbup/hand-10-230/Cam_2.npy,./dataset/multiview_blender/thumbup/hand-10-230/Cam_4.npy,./dataset/multiview_blender/thumbup/hand-10-230/Cam_5.npy,train
paper,paper_1856,./dataset/multiview_blender/paper/paper_1856/Cam_0.npy,./dataset/multiview_blender/paper/paper_1856/Cam_2.npy,./dataset/multiview_blender/paper/paper_1856/Cam_4.npy,./dataset/multiview_blender/paper/paper_1856/Cam_5.npy,train
paper,paper_7575,./dataset/multiview_blender/paper/paper_7575/Cam_0.npy,./dataset/multiview_blender/paper/paper_7575/Cam_2.npy,./dataset/multiview_blender/paper/paper_7575/Cam_4.npy,./dataset/multiview_blender/paper/paper_7575/Cam_5.npy,train
thumbdown,thumbdown (330),./dataset/multiview_blender/thumbdown/thumbdown (330)/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown (330)/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown (330)/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown (330)/Cam_5.npy,train
ok,ok_Set2_ (95),./dataset/multiview_blender/ok/ok_Set2_ (95)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (95)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (95)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (95)/Cam_5.npy,train
paper,paper (235),./dataset/multiview_blender/paper/paper (235)/Cam_0.npy,./dataset/multiview_blender/paper/paper (235)/Cam_2.npy,./dataset/multiview_blender/paper/paper (235)/Cam_4.npy,./dataset/multiview_blender/paper/paper (235)/Cam_5.npy,train
scissors,scissors_9188,./dataset/multiview_blender/scissors/scissors_9188/Cam_0.npy,./dataset/multiview_blender/scissors/scissors_9188/Cam_2.npy,./dataset/multiview_blender/scissors/scissors_9188/Cam_4.npy,./dataset/multiview_blender/scissors/scissors_9188/Cam_5.npy,train
paper,paper (126),./dataset/multiview_blender/paper/paper (126)/Cam_0.npy,./dataset/multiview_blender/paper/paper (126)/Cam_2.npy,./dataset/multiview_blender/paper/paper (126)/Cam_4.npy,./dataset/multiview_blender/paper/paper (126)/Cam_5.npy,train
the-finger,the-finger-set2 (176),./dataset/multiview_blender/the-finger/the-finger-set2 (176)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (176)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (176)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (176)/Cam_5.npy,train
ok,ok_9256,./dataset/multiview_blender/ok/ok_9256/Cam_0.npy,./dataset/multiview_blender/ok/ok_9256/Cam_2.npy,./dataset/multiview_blender/ok/ok_9256/Cam_4.npy,./dataset/multiview_blender/ok/ok_9256/Cam_5.npy,train
paper,paper-set2 (311),./dataset/multiview_blender/paper/paper-set2 (311)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (311)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (311)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (311)/Cam_5.npy,train
the-finger,the-finger-set2 (151),./dataset/multiview_blender/the-finger/the-finger-set2 (151)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (151)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (151)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (151)/Cam_5.npy,train
scissors,scissors-set2 (586),./dataset/multiview_blender/scissors/scissors-set2 (586)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (586)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (586)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (586)/Cam_5.npy,train
paper,paper_2484,./dataset/multiview_blender/paper/paper_2484/Cam_0.npy,./dataset/multiview_blender/paper/paper_2484/Cam_2.npy,./dataset/multiview_blender/paper/paper_2484/Cam_4.npy,./dataset/multiview_blender/paper/paper_2484/Cam_5.npy,train
ok,ok_Set2_ (253),./dataset/multiview_blender/ok/ok_Set2_ (253)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (253)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (253)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (253)/Cam_5.npy,train
scissors,scissors (417),./dataset/multiview_blender/scissors/scissors (417)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (417)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (417)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (417)/Cam_5.npy,train
scissors,scissors (14),./dataset/multiview_blender/scissors/scissors (14)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors (14)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors (14)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors (14)/Cam_5.npy,train
thumbdown,thumbdown (21),./dataset/multiview_blender/thumbdown/thumbdown (21)/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown (21)/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown (21)/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown (21)/Cam_5.npy,train
paper,paper-set2 (228),./dataset/multiview_blender/paper/paper-set2 (228)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (228)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (228)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (228)/Cam_5.npy,train
scissors,scissors-set2 (519),./dataset/multiview_blender/scissors/scissors-set2 (519)/Cam_0.npy,./dataset/multiview_blender/scissors/scissors-set2 (519)/Cam_2.npy,./dataset/multiview_blender/scissors/scissors-set2 (519)/Cam_4.npy,./dataset/multiview_blender/scissors/scissors-set2 (519)/Cam_5.npy,train
ok,ok_1929,./dataset/multiview_blender/ok/ok_1929/Cam_0.npy,./dataset/multiview_blender/ok/ok_1929/Cam_2.npy,./dataset/multiview_blender/ok/ok_1929/Cam_4.npy,./dataset/multiview_blender/ok/ok_1929/Cam_5.npy,train
ok,ok_5959,./dataset/multiview_blender/ok/ok_5959/Cam_0.npy,./dataset/multiview_blender/ok/ok_5959/Cam_2.npy,./dataset/multiview_blender/ok/ok_5959/Cam_4.npy,./dataset/multiview_blender/ok/ok_5959/Cam_5.npy,train
thumbdown,thumbdown_7446,./dataset/multiview_blender/thumbdown/thumbdown_7446/Cam_0.npy,./dataset/multiview_blender/thumbdown/thumbdown_7446/Cam_2.npy,./dataset/multiview_blender/thumbdown/thumbdown_7446/Cam_4.npy,./dataset/multiview_blender/thumbdown/thumbdown_7446/Cam_5.npy,train
ok,ok_Set2_ (466),./dataset/multiview_blender/ok/ok_Set2_ (466)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (466)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (466)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (466)/Cam_5.npy,train
the-finger,the-finger-set2 (347),./dataset/multiview_blender/the-finger/the-finger-set2 (347)/Cam_0.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (347)/Cam_2.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (347)/Cam_4.npy,./dataset/multiview_blender/the-finger/the-finger-set2 (347)/Cam_5.npy,train
paper,paper-set2 (236),./dataset/multiview_blender/paper/paper-set2 (236)/Cam_0.npy,./dataset/multiview_blender/paper/paper-set2 (236)/Cam_2.npy,./dataset/multiview_blender/paper/paper-set2 (236)/Cam_4.npy,./dataset/multiview_blender/paper/paper-set2 (236)/Cam_5.npy,train
thumbup,thumbup (55),./dataset/multiview_blender/thumbup/thumbup (55)/Cam_0.npy,./dataset/multiview_blender/thumbup/thumbup (55)/Cam_2.npy,./dataset/multiview_blender/thumbup/thumbup (55)/Cam_4.npy,./dataset/multiview_blender/thumbup/thumbup (55)/Cam_5.npy,train
ok,ok_Set2_ (216),./dataset/multiview_blender/ok/ok_Set2_ (216)/Cam_0.npy,./dataset/multiview_blender/ok/ok_Set2_ (216)/Cam_2.npy,./dataset/multiview_blender/ok/ok_Set2_ (216)/Cam_4.npy,./dataset/multiview_blender/ok/ok_Set2_ (216)/Cam_5.npy,train
scissors,scissors_6943,./dataset/multiview_blender/scissors/scissors_6943/Cam_0.npy,./dataset/multiview_blender/scissors/scissors_6943/Cam_2.npy,./dataset/multiview_blender/scissors/scissors_6943/Cam_4.npy,./dataset/multiview_blender/scissors/scissors_6943/Cam_5.npy,train
