action,sample_id,input_path,split
thumbup,thumbup_7198,./dataset/skeleton_final_v2/thumbup/thumbup_7198.npy,train
the-finger,the-finger-set2 (298),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (298).npy,train
scissors,scissors-set2 (78),./dataset/skeleton_final_v2/scissors/scissors-set2 (78).npy,train
ok,ok (256),./dataset/skeleton_final_v2/ok/ok (256).npy,train
ok,ok (238),./dataset/skeleton_final_v2/ok/ok (238).npy,train
paper,paper (131),./dataset/skeleton_final_v2/paper/paper (131).npy,train
ok,ok_Set2_ (213),./dataset/skeleton_final_v2/ok/ok_Set2_ (213).npy,train
paper,paper-set2 (286),./dataset/skeleton_final_v2/paper/paper-set2 (286).npy,train
thumbdown,thumbdown_4327,./dataset/skeleton_final_v2/thumbdown/thumbdown_4327.npy,train
paper,paper (157),./dataset/skeleton_final_v2/paper/paper (157).npy,train
the-finger,the-finger_596,./dataset/skeleton_final_v2/the-finger/the-finger_596.npy,train
thumbup,thumbup (280),./dataset/skeleton_final_v2/thumbup/thumbup (280).npy,train
ok,ok_5522,./dataset/skeleton_final_v2/ok/ok_5522.npy,train
thumbup,thumbup (287),./dataset/skeleton_final_v2/thumbup/thumbup (287).npy,train
the-finger,the-finger_1738,./dataset/skeleton_final_v2/the-finger/the-finger_1738.npy,train
paper,paper-set2 (447),./dataset/skeleton_final_v2/paper/paper-set2 (447).npy,train
paper,paper_5470,./dataset/skeleton_final_v2/paper/paper_5470.npy,train
thumbup,thumbup (156),./dataset/skeleton_final_v2/thumbup/thumbup (156).npy,train
scissors,scissors (236),./dataset/skeleton_final_v2/scissors/scissors (236).npy,train
scissors,scissors-set2 (376),./dataset/skeleton_final_v2/scissors/scissors-set2 (376).npy,train
rock,rock_699,./dataset/skeleton_final_v2/rock/rock_699.npy,train
scissors,scissors-set2 (119),./dataset/skeleton_final_v2/scissors/scissors-set2 (119).npy,train
ok,ok_Set2_ (458),./dataset/skeleton_final_v2/ok/ok_Set2_ (458).npy,train
thumbdown,hand-9-2075,./dataset/skeleton_final_v2/thumbdown/hand-9-2075.npy,train
scissors,scissors (47),./dataset/skeleton_final_v2/scissors/scissors (47).npy,train
thumbup,thumbup_6213,./dataset/skeleton_final_v2/thumbup/thumbup_6213.npy,train
paper,paper (199),./dataset/skeleton_final_v2/paper/paper (199).npy,train
thumbup,thumbup_7714,./dataset/skeleton_final_v2/thumbup/thumbup_7714.npy,train
the-finger,the-finger (49),./dataset/skeleton_final_v2/the-finger/the-finger (49).npy,train
ok,ok_Set2_ (472),./dataset/skeleton_final_v2/ok/ok_Set2_ (472).npy,train
paper,paper_3748,./dataset/skeleton_final_v2/paper/paper_3748.npy,train
ok,ok_Set2_ (249),./dataset/skeleton_final_v2/ok/ok_Set2_ (249).npy,train
scissors,scissors (407),./dataset/skeleton_final_v2/scissors/scissors (407).npy,train
thumbup,hand-10-2585,./dataset/skeleton_final_v2/thumbup/hand-10-2585.npy,train
scissors,scissors (89),./dataset/skeleton_final_v2/scissors/scissors (89).npy,train
thumbup,thumbup (226),./dataset/skeleton_final_v2/thumbup/thumbup (226).npy,train
paper,paper-set2 (292),./dataset/skeleton_final_v2/paper/paper-set2 (292).npy,train
rock,rock-set2 (581),./dataset/skeleton_final_v2/rock/rock-set2 (581).npy,train
thumbup,hand-9-1665,./dataset/skeleton_final_v2/thumbup/hand-9-1665.npy,train
ok,ok_Set2_ (46),./dataset/skeleton_final_v2/ok/ok_Set2_ (46).npy,train
paper,paper_3809,./dataset/skeleton_final_v2/paper/paper_3809.npy,train
thumbdown,hand-7-1625,./dataset/skeleton_final_v2/thumbdown/hand-7-1625.npy,train
the-finger,the-finger_6291,./dataset/skeleton_final_v2/the-finger/the-finger_6291.npy,train
ok,ok (92),./dataset/skeleton_final_v2/ok/ok (92).npy,train
scissors,scissors (181),./dataset/skeleton_final_v2/scissors/scissors (181).npy,train
scissors,scissors-set2 (314),./dataset/skeleton_final_v2/scissors/scissors-set2 (314).npy,train
thumbdown,thumbdown_2173,./dataset/skeleton_final_v2/thumbdown/thumbdown_2173.npy,train
paper,paper_3643,./dataset/skeleton_final_v2/paper/paper_3643.npy,train
the-finger,the-finger-set2 (280),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (280).npy,train
the-finger,the-finger_6464,./dataset/skeleton_final_v2/the-finger/the-finger_6464.npy,train
ok,ok_790,./dataset/skeleton_final_v2/ok/ok_790.npy,train
ok,ok_Set2_ (250),./dataset/skeleton_final_v2/ok/ok_Set2_ (250).npy,train
thumbup,hand-8-3530,./dataset/skeleton_final_v2/thumbup/hand-8-3530.npy,train
paper,paper-set2 (82),./dataset/skeleton_final_v2/paper/paper-set2 (82).npy,train
paper,paper_1820,./dataset/skeleton_final_v2/paper/paper_1820.npy,train
paper,paper (98),./dataset/skeleton_final_v2/paper/paper (98).npy,train
thumbup,thumbup (186),./dataset/skeleton_final_v2/thumbup/thumbup (186).npy,train
the-finger,the-finger-set2 (285),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (285).npy,train
paper,paper_718,./dataset/skeleton_final_v2/paper/paper_718.npy,train
thumbup,thumbup_5810,./dataset/skeleton_final_v2/thumbup/thumbup_5810.npy,train
the-finger,the-finger_6461,./dataset/skeleton_final_v2/the-finger/the-finger_6461.npy,train
paper,paper-set2 (195),./dataset/skeleton_final_v2/paper/paper-set2 (195).npy,train
the-finger,the-finger_895,./dataset/skeleton_final_v2/the-finger/the-finger_895.npy,train
scissors,scissors-set2 (288),./dataset/skeleton_final_v2/scissors/scissors-set2 (288).npy,train
scissors,scissors_1119,./dataset/skeleton_final_v2/scissors/scissors_1119.npy,train
paper,paper (92),./dataset/skeleton_final_v2/paper/paper (92).npy,train
paper,paper_4577,./dataset/skeleton_final_v2/paper/paper_4577.npy,train
paper,paper_5128,./dataset/skeleton_final_v2/paper/paper_5128.npy,train
thumbdown,hand-7-1695,./dataset/skeleton_final_v2/thumbdown/hand-7-1695.npy,train
thumbdown,hand-9-2030,./dataset/skeleton_final_v2/thumbdown/hand-9-2030.npy,train
rock,rock_14,./dataset/skeleton_final_v2/rock/rock_14.npy,train
paper,paper_1037,./dataset/skeleton_final_v2/paper/paper_1037.npy,train
scissors,scissors_7355,./dataset/skeleton_final_v2/scissors/scissors_7355.npy,train
rock,rock-set2 (17),./dataset/skeleton_final_v2/rock/rock-set2 (17).npy,train
ok,ok_7689,./dataset/skeleton_final_v2/ok/ok_7689.npy,train
thumbdown,thumbdown (31),./dataset/skeleton_final_v2/thumbdown/thumbdown (31).npy,train
the-finger,the-finger-set2 (337),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (337).npy,train
thumbdown,thumbdown (294),./dataset/skeleton_final_v2/thumbdown/thumbdown (294).npy,train
paper,paper-set2 (493),./dataset/skeleton_final_v2/paper/paper-set2 (493).npy,train
scissors,scissors-set2 (32),./dataset/skeleton_final_v2/scissors/scissors-set2 (32).npy,train
the-finger,the-finger_6072,./dataset/skeleton_final_v2/the-finger/the-finger_6072.npy,train
scissors,scissors-set2 (206),./dataset/skeleton_final_v2/scissors/scissors-set2 (206).npy,train
paper,paper-set2 (25),./dataset/skeleton_final_v2/paper/paper-set2 (25).npy,train
thumbdown,thumbdown_4410,./dataset/skeleton_final_v2/thumbdown/thumbdown_4410.npy,train
paper,paper_8750,./dataset/skeleton_final_v2/paper/paper_8750.npy,train
paper,paper-set2 (427),./dataset/skeleton_final_v2/paper/paper-set2 (427).npy,train
thumbup,thumbup (112),./dataset/skeleton_final_v2/thumbup/thumbup (112).npy,train
ok,ok_Set2_ (116),./dataset/skeleton_final_v2/ok/ok_Set2_ (116).npy,train
paper,paper (270),./dataset/skeleton_final_v2/paper/paper (270).npy,train
paper,paper_732,./dataset/skeleton_final_v2/paper/paper_732.npy,train
paper,paper_3779,./dataset/skeleton_final_v2/paper/paper_3779.npy,train
paper,paper (230),./dataset/skeleton_final_v2/paper/paper (230).npy,train
thumbup,thumbup (131),./dataset/skeleton_final_v2/thumbup/thumbup (131).npy,train
paper,paper-set2 (176),./dataset/skeleton_final_v2/paper/paper-set2 (176).npy,train
scissors,scissors_4644,./dataset/skeleton_final_v2/scissors/scissors_4644.npy,train
scissors,scissors-set2 (594),./dataset/skeleton_final_v2/scissors/scissors-set2 (594).npy,train
thumbup,thumbup (391),./dataset/skeleton_final_v2/thumbup/thumbup (391).npy,train
thumbup,thumbup_7031,./dataset/skeleton_final_v2/thumbup/thumbup_7031.npy,train
paper,paper-set2 (77),./dataset/skeleton_final_v2/paper/paper-set2 (77).npy,train
paper,paper_4579,./dataset/skeleton_final_v2/paper/paper_4579.npy,train
scissors,scissors (246),./dataset/skeleton_final_v2/scissors/scissors (246).npy,train
ok,ok_Set2_ (431),./dataset/skeleton_final_v2/ok/ok_Set2_ (431).npy,train
scissors,scissors-set2 (574),./dataset/skeleton_final_v2/scissors/scissors-set2 (574).npy,train
thumbdown,hand-8-1915,./dataset/skeleton_final_v2/thumbdown/hand-8-1915.npy,train
the-finger,the-finger-set2 (269),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (269).npy,train
paper,paper-set2 (406),./dataset/skeleton_final_v2/paper/paper-set2 (406).npy,train
the-finger,the-finger-set2 (100),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (100).npy,train
thumbup,thumbup_2045,./dataset/skeleton_final_v2/thumbup/thumbup_2045.npy,train
ok,ok_5951,./dataset/skeleton_final_v2/ok/ok_5951.npy,train
scissors,scissors-set2 (335),./dataset/skeleton_final_v2/scissors/scissors-set2 (335).npy,train
paper,paper-set2 (400),./dataset/skeleton_final_v2/paper/paper-set2 (400).npy,train
scissors,scissors-set2 (563),./dataset/skeleton_final_v2/scissors/scissors-set2 (563).npy,train
thumbup,thumbup_833,./dataset/skeleton_final_v2/thumbup/thumbup_833.npy,train
scissors,scissors_5220,./dataset/skeleton_final_v2/scissors/scissors_5220.npy,train
thumbdown,thumbdown_5831,./dataset/skeleton_final_v2/thumbdown/thumbdown_5831.npy,train
scissors,scissors_49,./dataset/skeleton_final_v2/scissors/scissors_49.npy,train
ok,ok_4989,./dataset/skeleton_final_v2/ok/ok_4989.npy,train
paper,paper_9142,./dataset/skeleton_final_v2/paper/paper_9142.npy,train
paper,paper-set2 (120),./dataset/skeleton_final_v2/paper/paper-set2 (120).npy,train
paper,paper_7591,./dataset/skeleton_final_v2/paper/paper_7591.npy,train
thumbdown,thumbdown (81),./dataset/skeleton_final_v2/thumbdown/thumbdown (81).npy,train
thumbup,thumbup (75),./dataset/skeleton_final_v2/thumbup/thumbup (75).npy,train
paper,paper (172),./dataset/skeleton_final_v2/paper/paper (172).npy,train
thumbup,thumbup (321),./dataset/skeleton_final_v2/thumbup/thumbup (321).npy,train
ok,ok_6994,./dataset/skeleton_final_v2/ok/ok_6994.npy,train
paper,paper_7324,./dataset/skeleton_final_v2/paper/paper_7324.npy,train
thumbup,hand-7-1435,./dataset/skeleton_final_v2/thumbup/hand-7-1435.npy,train
paper,paper-set2 (445),./dataset/skeleton_final_v2/paper/paper-set2 (445).npy,train
the-finger,the-finger_604,./dataset/skeleton_final_v2/the-finger/the-finger_604.npy,train
scissors,scissors_2718,./dataset/skeleton_final_v2/scissors/scissors_2718.npy,train
ok,ok_7009,./dataset/skeleton_final_v2/ok/ok_7009.npy,train
scissors,scissors-set2 (629),./dataset/skeleton_final_v2/scissors/scissors-set2 (629).npy,train
ok,ok_Set2_ (514),./dataset/skeleton_final_v2/ok/ok_Set2_ (514).npy,train
paper,paper_5469,./dataset/skeleton_final_v2/paper/paper_5469.npy,train
paper,paper_5152,./dataset/skeleton_final_v2/paper/paper_5152.npy,train
thumbup,thumbup_104,./dataset/skeleton_final_v2/thumbup/thumbup_104.npy,train
paper,paper-set2 (146),./dataset/skeleton_final_v2/paper/paper-set2 (146).npy,train
rock,rock (92),./dataset/skeleton_final_v2/rock/rock (92).npy,train
paper,paper-set2 (199),./dataset/skeleton_final_v2/paper/paper-set2 (199).npy,train
thumbup,hand-7-1310,./dataset/skeleton_final_v2/thumbup/hand-7-1310.npy,train
the-finger,the-finger_6457,./dataset/skeleton_final_v2/the-finger/the-finger_6457.npy,train
rock,rock (98),./dataset/skeleton_final_v2/rock/rock (98).npy,train
paper,paper-set2 (258),./dataset/skeleton_final_v2/paper/paper-set2 (258).npy,train
thumbup,thumbup (484),./dataset/skeleton_final_v2/thumbup/thumbup (484).npy,train
scissors,scissors_2647,./dataset/skeleton_final_v2/scissors/scissors_2647.npy,train
the-finger,the-finger_7836,./dataset/skeleton_final_v2/the-finger/the-finger_7836.npy,train
scissors,scissors (285),./dataset/skeleton_final_v2/scissors/scissors (285).npy,train
scissors,scissors_5920,./dataset/skeleton_final_v2/scissors/scissors_5920.npy,train
thumbup,thumbup (167),./dataset/skeleton_final_v2/thumbup/thumbup (167).npy,train
rock,rock-set2 (48),./dataset/skeleton_final_v2/rock/rock-set2 (48).npy,train
thumbdown,thumbdown_5581,./dataset/skeleton_final_v2/thumbdown/thumbdown_5581.npy,train
the-finger,the-finger (79),./dataset/skeleton_final_v2/the-finger/the-finger (79).npy,train
thumbdown,thumbdown_7236,./dataset/skeleton_final_v2/thumbdown/thumbdown_7236.npy,train
thumbup,thumbup (299),./dataset/skeleton_final_v2/thumbup/thumbup (299).npy,train
the-finger,the-finger_5841,./dataset/skeleton_final_v2/the-finger/the-finger_5841.npy,train
scissors,scissors_5494,./dataset/skeleton_final_v2/scissors/scissors_5494.npy,train
thumbup,hand-9-1600,./dataset/skeleton_final_v2/thumbup/hand-9-1600.npy,train
ok,ok_Set2_ (442),./dataset/skeleton_final_v2/ok/ok_Set2_ (442).npy,train
the-finger,the-finger-set2 (203),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (203).npy,train
scissors,scissors_2655,./dataset/skeleton_final_v2/scissors/scissors_2655.npy,train
scissors,scissors-set2 (77),./dataset/skeleton_final_v2/scissors/scissors-set2 (77).npy,train
scissors,scissors_6556,./dataset/skeleton_final_v2/scissors/scissors_6556.npy,train
paper,paper-set2 (162),./dataset/skeleton_final_v2/paper/paper-set2 (162).npy,train
scissors,scissors-set2 (27),./dataset/skeleton_final_v2/scissors/scissors-set2 (27).npy,train
ok,ok_Set2_ (70),./dataset/skeleton_final_v2/ok/ok_Set2_ (70).npy,train
rock,rock-set2 (55),./dataset/skeleton_final_v2/rock/rock-set2 (55).npy,train
scissors,scissors (214),./dataset/skeleton_final_v2/scissors/scissors (214).npy,train
thumbdown,hand-8-3890,./dataset/skeleton_final_v2/thumbdown/hand-8-3890.npy,train
ok,ok_781,./dataset/skeleton_final_v2/ok/ok_781.npy,train
rock,rock-set2 (347),./dataset/skeleton_final_v2/rock/rock-set2 (347).npy,train
ok,ok_Set2_ (422),./dataset/skeleton_final_v2/ok/ok_Set2_ (422).npy,train
rock,rock-set2 (218),./dataset/skeleton_final_v2/rock/rock-set2 (218).npy,train
scissors,scissors-set2 (246),./dataset/skeleton_final_v2/scissors/scissors-set2 (246).npy,train
thumbup,thumbup_831,./dataset/skeleton_final_v2/thumbup/thumbup_831.npy,train
rock,rock-set2 (434),./dataset/skeleton_final_v2/rock/rock-set2 (434).npy,train
scissors,scissors (232),./dataset/skeleton_final_v2/scissors/scissors (232).npy,train
scissors,scissors (60),./dataset/skeleton_final_v2/scissors/scissors (60).npy,train
thumbdown,thumbdown (97),./dataset/skeleton_final_v2/thumbdown/thumbdown (97).npy,train
ok,ok_Set2_ (540),./dataset/skeleton_final_v2/ok/ok_Set2_ (540).npy,train
paper,paper-set2 (206),./dataset/skeleton_final_v2/paper/paper-set2 (206).npy,train
thumbdown,thumbdown_2213,./dataset/skeleton_final_v2/thumbdown/thumbdown_2213.npy,train
thumbup,thumbup (98),./dataset/skeleton_final_v2/thumbup/thumbup (98).npy,train
thumbup,thumbup_5792,./dataset/skeleton_final_v2/thumbup/thumbup_5792.npy,train
rock,rock-set2 (168),./dataset/skeleton_final_v2/rock/rock-set2 (168).npy,train
paper,paper_708,./dataset/skeleton_final_v2/paper/paper_708.npy,train
thumbup,hand-11-555,./dataset/skeleton_final_v2/thumbup/hand-11-555.npy,train
paper,paper-set2 (140),./dataset/skeleton_final_v2/paper/paper-set2 (140).npy,train
ok,ok_Set2_ (475),./dataset/skeleton_final_v2/ok/ok_Set2_ (475).npy,train
ok,ok_2497,./dataset/skeleton_final_v2/ok/ok_2497.npy,train
scissors,scissors-set2 (622),./dataset/skeleton_final_v2/scissors/scissors-set2 (622).npy,train
thumbup,thumbup (12),./dataset/skeleton_final_v2/thumbup/thumbup (12).npy,train
ok,ok_1983,./dataset/skeleton_final_v2/ok/ok_1983.npy,train
ok,ok (17),./dataset/skeleton_final_v2/ok/ok (17).npy,train
thumbup,thumbup (315),./dataset/skeleton_final_v2/thumbup/thumbup (315).npy,train
thumbup,thumbup_4174,./dataset/skeleton_final_v2/thumbup/thumbup_4174.npy,train
scissors,scissors (252),./dataset/skeleton_final_v2/scissors/scissors (252).npy,train
ok,ok (247),./dataset/skeleton_final_v2/ok/ok (247).npy,train
scissors,scissors-set2 (446),./dataset/skeleton_final_v2/scissors/scissors-set2 (446).npy,train
the-finger,the-finger-set2 (187),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (187).npy,train
thumbup,hand-11-2255,./dataset/skeleton_final_v2/thumbup/hand-11-2255.npy,train
thumbdown,thumbdown (326),./dataset/skeleton_final_v2/thumbdown/thumbdown (326).npy,train
scissors,scissors_410,./dataset/skeleton_final_v2/scissors/scissors_410.npy,train
the-finger,the-finger-set2 (238),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (238).npy,train
ok,ok_2656,./dataset/skeleton_final_v2/ok/ok_2656.npy,train
scissors,scissors-set2 (42),./dataset/skeleton_final_v2/scissors/scissors-set2 (42).npy,train
the-finger,the-finger-set2 (270),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (270).npy,train
paper,paper-set2 (462),./dataset/skeleton_final_v2/paper/paper-set2 (462).npy,train
paper,paper_5140,./dataset/skeleton_final_v2/paper/paper_5140.npy,train
thumbup,thumbup_110,./dataset/skeleton_final_v2/thumbup/thumbup_110.npy,train
paper,paper-set2 (470),./dataset/skeleton_final_v2/paper/paper-set2 (470).npy,train
the-finger,the-finger_5846,./dataset/skeleton_final_v2/the-finger/the-finger_5846.npy,train
paper,paper_7940,./dataset/skeleton_final_v2/paper/paper_7940.npy,train
rock,rock (232),./dataset/skeleton_final_v2/rock/rock (232).npy,train
paper,paper_6702,./dataset/skeleton_final_v2/paper/paper_6702.npy,train
the-finger,the-finger-set2 (14),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (14).npy,train
paper,paper-set2 (40),./dataset/skeleton_final_v2/paper/paper-set2 (40).npy,train
scissors,scissors (243),./dataset/skeleton_final_v2/scissors/scissors (243).npy,train
thumbup,thumbup (231),./dataset/skeleton_final_v2/thumbup/thumbup (231).npy,train
ok,ok_Set2_ (94),./dataset/skeleton_final_v2/ok/ok_Set2_ (94).npy,train
scissors,scissors-set2 (226),./dataset/skeleton_final_v2/scissors/scissors-set2 (226).npy,train
thumbup,hand-9-1680,./dataset/skeleton_final_v2/thumbup/hand-9-1680.npy,train
thumbup,thumbup (213),./dataset/skeleton_final_v2/thumbup/thumbup (213).npy,train
paper,paper-set2 (138),./dataset/skeleton_final_v2/paper/paper-set2 (138).npy,train
the-finger,the-finger-set2 (350),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (350).npy,train
ok,ok (62),./dataset/skeleton_final_v2/ok/ok (62).npy,train
scissors,scissors-set2 (40),./dataset/skeleton_final_v2/scissors/scissors-set2 (40).npy,train
ok,ok_7019,./dataset/skeleton_final_v2/ok/ok_7019.npy,train
thumbup,hand-11-570,./dataset/skeleton_final_v2/thumbup/hand-11-570.npy,train
paper,paper_7311,./dataset/skeleton_final_v2/paper/paper_7311.npy,train
scissors,scissors_6952,./dataset/skeleton_final_v2/scissors/scissors_6952.npy,train
scissors,scissors-set2 (212),./dataset/skeleton_final_v2/scissors/scissors-set2 (212).npy,train
ok,ok_4084,./dataset/skeleton_final_v2/ok/ok_4084.npy,train
the-finger,the-finger_8652,./dataset/skeleton_final_v2/the-finger/the-finger_8652.npy,train
scissors,scissors-set2 (565),./dataset/skeleton_final_v2/scissors/scissors-set2 (565).npy,train
scissors,scissors-set2 (365),./dataset/skeleton_final_v2/scissors/scissors-set2 (365).npy,train
thumbup,thumbup_4176,./dataset/skeleton_final_v2/thumbup/thumbup_4176.npy,train
scissors,scissors-set2 (341),./dataset/skeleton_final_v2/scissors/scissors-set2 (341).npy,train
scissors,scissors_9190,./dataset/skeleton_final_v2/scissors/scissors_9190.npy,train
paper,paper_3642,./dataset/skeleton_final_v2/paper/paper_3642.npy,train
thumbdown,thumbdown_6831,./dataset/skeleton_final_v2/thumbdown/thumbdown_6831.npy,train
paper,paper_6131,./dataset/skeleton_final_v2/paper/paper_6131.npy,train
thumbup,thumbup_6760,./dataset/skeleton_final_v2/thumbup/thumbup_6760.npy,train
ok,ok_1931,./dataset/skeleton_final_v2/ok/ok_1931.npy,train
scissors,scissors-set2 (106),./dataset/skeleton_final_v2/scissors/scissors-set2 (106).npy,train
paper,paper_5172,./dataset/skeleton_final_v2/paper/paper_5172.npy,train
ok,ok_6173,./dataset/skeleton_final_v2/ok/ok_6173.npy,train
paper,paper-set2 (405),./dataset/skeleton_final_v2/paper/paper-set2 (405).npy,train
paper,paper-set2 (336),./dataset/skeleton_final_v2/paper/paper-set2 (336).npy,train
rock,rock-set2 (526),./dataset/skeleton_final_v2/rock/rock-set2 (526).npy,train
scissors,scissors (172),./dataset/skeleton_final_v2/scissors/scissors (172).npy,train
scissors,scissors_6728,./dataset/skeleton_final_v2/scissors/scissors_6728.npy,train
ok,ok_Set2_ (569),./dataset/skeleton_final_v2/ok/ok_Set2_ (569).npy,train
thumbup,thumbup_6779,./dataset/skeleton_final_v2/thumbup/thumbup_6779.npy,train
paper,paper-set2 (483),./dataset/skeleton_final_v2/paper/paper-set2 (483).npy,train
the-finger,the-finger_2284,./dataset/skeleton_final_v2/the-finger/the-finger_2284.npy,train
the-finger,the-finger-set2 (164),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (164).npy,train
ok,ok_2876,./dataset/skeleton_final_v2/ok/ok_2876.npy,train
the-finger,the-finger-set2 (180),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (180).npy,train
rock,rock-set2 (58),./dataset/skeleton_final_v2/rock/rock-set2 (58).npy,train
the-finger,the-finger_7840,./dataset/skeleton_final_v2/the-finger/the-finger_7840.npy,train
scissors,scissors-set2 (482),./dataset/skeleton_final_v2/scissors/scissors-set2 (482).npy,train
thumbup,thumbup_7410,./dataset/skeleton_final_v2/thumbup/thumbup_7410.npy,train
ok,ok_5291,./dataset/skeleton_final_v2/ok/ok_5291.npy,train
ok,ok_Set2_ (337),./dataset/skeleton_final_v2/ok/ok_Set2_ (337).npy,train
thumbup,thumbup (392),./dataset/skeleton_final_v2/thumbup/thumbup (392).npy,train
ok,ok (82),./dataset/skeleton_final_v2/ok/ok (82).npy,train
paper,paper_6937,./dataset/skeleton_final_v2/paper/paper_6937.npy,train
paper,paper_3681,./dataset/skeleton_final_v2/paper/paper_3681.npy,train
rock,rock-set2 (6),./dataset/skeleton_final_v2/rock/rock-set2 (6).npy,train
paper,paper_5134,./dataset/skeleton_final_v2/paper/paper_5134.npy,train
thumbdown,hand-7-1685,./dataset/skeleton_final_v2/thumbdown/hand-7-1685.npy,train
scissors,scissors (152),./dataset/skeleton_final_v2/scissors/scissors (152).npy,train
scissors,scissors-set2 (210),./dataset/skeleton_final_v2/scissors/scissors-set2 (210).npy,train
thumbdown,thumbdown (228),./dataset/skeleton_final_v2/thumbdown/thumbdown (228).npy,train
thumbdown,thumbdown_5585,./dataset/skeleton_final_v2/thumbdown/thumbdown_5585.npy,train
thumbup,thumbup (113),./dataset/skeleton_final_v2/thumbup/thumbup (113).npy,train
paper,paper-set2 (151),./dataset/skeleton_final_v2/paper/paper-set2 (151).npy,train
thumbup,thumbup (445),./dataset/skeleton_final_v2/thumbup/thumbup (445).npy,train
ok,ok_2882,./dataset/skeleton_final_v2/ok/ok_2882.npy,train
ok,ok (29),./dataset/skeleton_final_v2/ok/ok (29).npy,train
the-finger,the-finger-set2 (300),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (300).npy,train
ok,ok_1961,./dataset/skeleton_final_v2/ok/ok_1961.npy,train
scissors,scissors (304),./dataset/skeleton_final_v2/scissors/scissors (304).npy,train
paper,paper (84),./dataset/skeleton_final_v2/paper/paper (84).npy,train
thumbup,thumbup (201),./dataset/skeleton_final_v2/thumbup/thumbup (201).npy,train
the-finger,the-finger_9050,./dataset/skeleton_final_v2/the-finger/the-finger_9050.npy,train
ok,ok (185),./dataset/skeleton_final_v2/ok/ok (185).npy,train
scissors,scissors-set2 (140),./dataset/skeleton_final_v2/scissors/scissors-set2 (140).npy,train
the-finger,the-finger-set2 (374),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (374).npy,train
thumbup,hand-7-1290,./dataset/skeleton_final_v2/thumbup/hand-7-1290.npy,train
scissors,scissors-set2 (678),./dataset/skeleton_final_v2/scissors/scissors-set2 (678).npy,train
ok,ok_Set2_ (448),./dataset/skeleton_final_v2/ok/ok_Set2_ (448).npy,train
ok,ok_5775,./dataset/skeleton_final_v2/ok/ok_5775.npy,train
paper,paper (267),./dataset/skeleton_final_v2/paper/paper (267).npy,train
scissors,scissors_5747,./dataset/skeleton_final_v2/scissors/scissors_5747.npy,train
scissors,scissors_6946,./dataset/skeleton_final_v2/scissors/scissors_6946.npy,train
thumbup,thumbup_517,./dataset/skeleton_final_v2/thumbup/thumbup_517.npy,train
thumbup,thumbup_1702,./dataset/skeleton_final_v2/thumbup/thumbup_1702.npy,train
thumbdown,hand-11-675,./dataset/skeleton_final_v2/thumbdown/hand-11-675.npy,train
scissors,scissors-set2 (640),./dataset/skeleton_final_v2/scissors/scissors-set2 (640).npy,train
thumbdown,thumbdown (72),./dataset/skeleton_final_v2/thumbdown/thumbdown (72).npy,train
paper,paper_8748,./dataset/skeleton_final_v2/paper/paper_8748.npy,train
ok,ok (236),./dataset/skeleton_final_v2/ok/ok (236).npy,train
thumbdown,thumbdown (264),./dataset/skeleton_final_v2/thumbdown/thumbdown (264).npy,train
thumbdown,thumbdown (93),./dataset/skeleton_final_v2/thumbdown/thumbdown (93).npy,train
paper,paper (75),./dataset/skeleton_final_v2/paper/paper (75).npy,train
thumbup,hand-8-1520,./dataset/skeleton_final_v2/thumbup/hand-8-1520.npy,train
ok,ok (258),./dataset/skeleton_final_v2/ok/ok (258).npy,train
the-finger,the-finger-set2 (213),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (213).npy,train
the-finger,the-finger-set2 (64),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (64).npy,train
ok,ok_Set2_ (390),./dataset/skeleton_final_v2/ok/ok_Set2_ (390).npy,train
scissors,scissors_2622,./dataset/skeleton_final_v2/scissors/scissors_2622.npy,train
paper,paper_736,./dataset/skeleton_final_v2/paper/paper_736.npy,train
thumbdown,hand-7-1620,./dataset/skeleton_final_v2/thumbdown/hand-7-1620.npy,train
thumbup,thumbup_9340,./dataset/skeleton_final_v2/thumbup/thumbup_9340.npy,train
rock,rock-set2 (525),./dataset/skeleton_final_v2/rock/rock-set2 (525).npy,train
the-finger,the-finger-set2 (434),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (434).npy,train
paper,paper-set2 (430),./dataset/skeleton_final_v2/paper/paper-set2 (430).npy,train
scissors,scissors-set2 (390),./dataset/skeleton_final_v2/scissors/scissors-set2 (390).npy,train
