action,sample_id,split,orig_input_path,cam_0_path,cam_1_path,cam_2_path,cam_3_path,cam_4_path,cam_5_path,cam_6_path,cam_7_path
ok,ok_2905,train,./dataset/skeleton_final_v2/ok/ok_2905.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2905_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2905_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2905_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2905_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2905_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2905_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2905_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2905_cam7.npy
thumbup,thumbup (168),train,./dataset/skeleton_final_v2/thumbup/thumbup (168).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (168)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (168)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (168)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (168)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (168)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (168)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (168)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (168)_cam7.npy
scissors,scissors-set2 (303),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (303).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (303)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (303)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (303)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (303)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (303)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (303)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (303)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (303)_cam7.npy
ok,ok_Set2_ (453),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (453).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (453)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (453)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (453)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (453)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (453)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (453)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (453)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (453)_cam7.npy
scissors,scissors (187),train,./dataset/skeleton_final_v2/scissors/scissors (187).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (187)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (187)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (187)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (187)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (187)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (187)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (187)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (187)_cam7.npy
thumbdown,thumbdown (319),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (319).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (319)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (319)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (319)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (319)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (319)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (319)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (319)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (319)_cam7.npy
paper,paper-set2 (53),train,./dataset/skeleton_final_v2/paper/paper-set2 (53).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (53)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (53)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (53)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (53)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (53)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (53)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (53)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (53)_cam7.npy
ok,ok_2744,train,./dataset/skeleton_final_v2/ok/ok_2744.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2744_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2744_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2744_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2744_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2744_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2744_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2744_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2744_cam7.npy
scissors,scissors-set2 (671),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (671).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (671)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (671)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (671)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (671)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (671)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (671)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (671)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (671)_cam7.npy
scissors,scissors-set2 (60),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (60).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (60)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (60)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (60)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (60)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (60)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (60)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (60)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (60)_cam7.npy
the-finger,the-finger (55),train,./dataset/skeleton_final_v2/the-finger/the-finger (55).npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (55)_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (55)_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (55)_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (55)_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (55)_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (55)_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (55)_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger (55)_cam7.npy
ok,ok_Set2_ (160),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (160).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (160)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (160)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (160)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (160)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (160)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (160)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (160)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (160)_cam7.npy
paper,paper-set2 (291),train,./dataset/skeleton_final_v2/paper/paper-set2 (291).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (291)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (291)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (291)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (291)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (291)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (291)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (291)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (291)_cam7.npy
paper,paper_5725,train,./dataset/skeleton_final_v2/paper/paper_5725.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5725_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5725_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5725_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5725_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5725_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5725_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5725_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5725_cam7.npy
scissors,scissors-set2 (502),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (502).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (502)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (502)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (502)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (502)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (502)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (502)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (502)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (502)_cam7.npy
paper,paper (223),train,./dataset/skeleton_final_v2/paper/paper (223).npy,./dataset/salux_multiview3d_8cam_front/paper/paper (223)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (223)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (223)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (223)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (223)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (223)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (223)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper (223)_cam7.npy
scissors,scissors-set2 (251),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (251).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (251)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (251)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (251)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (251)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (251)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (251)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (251)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (251)_cam7.npy
thumbdown,thumbdown (209),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (209).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (209)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (209)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (209)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (209)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (209)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (209)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (209)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (209)_cam7.npy
scissors,scissors (464),train,./dataset/skeleton_final_v2/scissors/scissors (464).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (464)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (464)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (464)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (464)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (464)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (464)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (464)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (464)_cam7.npy
the-finger,the-finger_5857,train,./dataset/skeleton_final_v2/the-finger/the-finger_5857.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5857_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5857_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5857_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5857_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5857_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5857_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5857_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5857_cam7.npy
scissors,scissors_3903,train,./dataset/skeleton_final_v2/scissors/scissors_3903.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3903_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3903_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3903_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3903_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3903_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3903_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3903_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_3903_cam7.npy
thumbdown,thumbdown_9386,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_9386.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_9386_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_9386_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_9386_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_9386_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_9386_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_9386_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_9386_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_9386_cam7.npy
scissors,scissors-set2 (72),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (72).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (72)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (72)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (72)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (72)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (72)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (72)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (72)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (72)_cam7.npy
scissors,scissors (399),train,./dataset/skeleton_final_v2/scissors/scissors (399).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (399)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (399)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (399)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (399)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (399)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (399)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (399)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors (399)_cam7.npy
paper,paper_5158,train,./dataset/skeleton_final_v2/paper/paper_5158.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5158_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5158_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5158_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5158_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5158_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5158_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5158_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_5158_cam7.npy
thumbdown,thumbdown_7467,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_7467.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7467_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7467_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7467_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7467_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7467_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7467_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7467_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_7467_cam7.npy
thumbup,thumbup_7213,train,./dataset/skeleton_final_v2/thumbup/thumbup_7213.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7213_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7213_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7213_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7213_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7213_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7213_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7213_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_7213_cam7.npy
thumbdown,thumbdown_3413,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_3413.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3413_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3413_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3413_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3413_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3413_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3413_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3413_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_3413_cam7.npy
thumbup,thumbup (100),train,./dataset/skeleton_final_v2/thumbup/thumbup (100).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (100)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (100)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (100)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (100)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (100)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (100)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (100)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (100)_cam7.npy
scissors,scissors-set2 (675),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (675).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (675)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (675)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (675)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (675)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (675)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (675)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (675)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (675)_cam7.npy
scissors,scissors-set2 (473),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (473).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (473)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (473)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (473)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (473)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (473)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (473)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (473)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (473)_cam7.npy
scissors,scissors-set2 (324),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (324).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (324)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (324)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (324)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (324)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (324)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (324)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (324)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (324)_cam7.npy
ok,ok_Set2_ (494),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (494).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (494)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (494)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (494)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (494)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (494)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (494)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (494)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (494)_cam7.npy
thumbdown,thumbdown_5825,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_5825.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5825_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5825_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5825_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5825_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5825_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5825_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5825_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5825_cam7.npy
paper,paper_3812,train,./dataset/skeleton_final_v2/paper/paper_3812.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3812_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3812_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3812_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3812_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3812_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3812_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3812_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3812_cam7.npy
scissors,scissors_7657,train,./dataset/skeleton_final_v2/scissors/scissors_7657.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7657_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7657_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7657_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7657_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7657_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7657_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7657_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_7657_cam7.npy
scissors,scissors-set2 (658),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (658).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (658)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (658)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (658)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (658)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (658)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (658)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (658)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (658)_cam7.npy
ok,ok_4104,train,./dataset/skeleton_final_v2/ok/ok_4104.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_4104_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_4104_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_4104_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_4104_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_4104_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_4104_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_4104_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_4104_cam7.npy
