action,source_action,sample_id,split,raw_path,refined_path
thumb,thumbup,thumbup (125),train,./dataset/skeleton_final_v2/thumbup/thumbup (125).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (125).npy
the-finger,the-finger,the-finger-set2 (335),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (335).npy,./batch_thefinger/fitted/the-finger-set2 (335).npy
scissors,scissors,scissors_5489,train,./dataset/skeleton_final_v2/scissors/scissors_5489.npy,./batch_scissors/fitted/scissors_5489.npy
paper,paper,paper-set2 (320),train,./dataset/skeleton_final_v2/paper/paper-set2 (320).npy,./batch_paper/fitted/paper-set2 (320).npy
thumb,thumbup,hand-7-1470,train,./dataset/skeleton_final_v2/thumbup/hand-7-1470.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-7-1470.npy
the-finger,the-finger,the-finger_9052,train,./dataset/skeleton_final_v2/the-finger/the-finger_9052.npy,./batch_thefinger/fitted/the-finger_9052.npy
ok,ok,ok_Set2_ (539),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (539).npy,./batch_ok/fitted/ok_Set2_ (539).npy
paper,paper,paper_4595,train,./dataset/skeleton_final_v2/paper/paper_4595.npy,./batch_paper/fitted/paper_4595.npy
paper,paper,paper (25),train,./dataset/skeleton_final_v2/paper/paper (25).npy,./batch_paper/fitted/paper (25).npy
scissors,scissors,scissors-set2 (244),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (244).npy,./batch_scissors/fitted/scissors-set2 (244).npy
scissors,scissors,scissors-set2 (182),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (182).npy,./batch_scissors/fitted/scissors-set2 (182).npy
paper,paper,paper-set2 (181),train,./dataset/skeleton_final_v2/paper/paper-set2 (181).npy,./batch_paper/fitted/paper-set2 (181).npy
thumb,thumbup,thumbup (244),train,./dataset/skeleton_final_v2/thumbup/thumbup (244).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (244).npy
scissors,scissors,scissors-set2 (544),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (544).npy,./batch_scissors/fitted/scissors-set2 (544).npy
thumb,thumbdown,thumbdown (124),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (124).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (124).npy
scissors,scissors,scissors-set2 (114),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (114).npy,./batch_scissors/fitted/scissors-set2 (114).npy
scissors,scissors,scissors-set2 (200),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (200).npy,./batch_scissors/fitted/scissors-set2 (200).npy
thumb,thumbdown,thumbdown_3417,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_3417.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_3417.npy
thumb,thumbdown,thumbdown_7455,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_7455.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_7455.npy
paper,paper,paper_743,train,./dataset/skeleton_final_v2/paper/paper_743.npy,./batch_paper/fitted/paper_743.npy
thumb,thumbup,hand-10-465,train,./dataset/skeleton_final_v2/thumbup/hand-10-465.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-10-465.npy
the-finger,the-finger,the-finger-set2 (346),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (346).npy,./batch_thefinger/fitted/the-finger-set2 (346).npy
the-finger,the-finger,the-finger (96),train,./dataset/skeleton_final_v2/the-finger/the-finger (96).npy,./batch_thefinger/fitted/the-finger (96).npy
rock,rock,rock-set2 (431),train,./dataset/skeleton_final_v2/rock/rock-set2 (431).npy,./batch_rock/fitted/rock-set2 (431).npy
ok,ok,ok_Set2_ (383),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (383).npy,./batch_ok/fitted/ok_Set2_ (383).npy
scissors,scissors,scissors_754,train,./dataset/skeleton_final_v2/scissors/scissors_754.npy,./batch_scissors/fitted/scissors_754.npy
rock,rock,rock_7876,train,./dataset/skeleton_final_v2/rock/rock_7876.npy,./batch_rock/fitted/rock_7876.npy
thumb,thumbup,thumbup (382),train,./dataset/skeleton_final_v2/thumbup/thumbup (382).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (382).npy
scissors,scissors,scissors (22),train,./dataset/skeleton_final_v2/scissors/scissors (22).npy,./batch_scissors/fitted/scissors (22).npy
scissors,scissors,scissors_4664,train,./dataset/skeleton_final_v2/scissors/scissors_4664.npy,./batch_scissors/fitted/scissors_4664.npy
the-finger,the-finger,the-finger (43),train,./dataset/skeleton_final_v2/the-finger/the-finger (43).npy,./batch_thefinger/fitted/the-finger (43).npy
scissors,scissors,scissors (113),train,./dataset/skeleton_final_v2/scissors/scissors (113).npy,./batch_scissors/fitted/scissors (113).npy
paper,paper,paper_7603,train,./dataset/skeleton_final_v2/paper/paper_7603.npy,./batch_paper/fitted/paper_7603.npy
thumb,thumbdown,hand-7-1570,train,./dataset/skeleton_final_v2/thumbdown/hand-7-1570.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-7-1570.npy
ok,ok,ok_4961,train,./dataset/skeleton_final_v2/ok/ok_4961.npy,./batch_ok/fitted/ok_4961.npy
ok,ok,ok_Set2_ (230),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (230).npy,./batch_ok/fitted/ok_Set2_ (230).npy
thumb,thumbup,thumbup (163),train,./dataset/skeleton_final_v2/thumbup/thumbup (163).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (163).npy
thumb,thumbdown,thumbdown_1319,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_1319.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_1319.npy
thumb,thumbup,thumbup_7406,train,./dataset/skeleton_final_v2/thumbup/thumbup_7406.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup_7406.npy
paper,paper,paper-set2 (100),train,./dataset/skeleton_final_v2/paper/paper-set2 (100).npy,./batch_paper/fitted/paper-set2 (100).npy
ok,ok,ok_Set2_ (341),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (341).npy,./batch_ok/fitted/ok_Set2_ (341).npy
paper,paper,paper_5163,train,./dataset/skeleton_final_v2/paper/paper_5163.npy,./batch_paper/fitted/paper_5163.npy
paper,paper,paper-set2 (201),train,./dataset/skeleton_final_v2/paper/paper-set2 (201).npy,./batch_paper/fitted/paper-set2 (201).npy
ok,ok,ok_1193,train,./dataset/skeleton_final_v2/ok/ok_1193.npy,./batch_ok/fitted/ok_1193.npy
thumb,thumbdown,hand-7-1705,train,./dataset/skeleton_final_v2/thumbdown/hand-7-1705.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-7-1705.npy
scissors,scissors,scissors_5181,train,./dataset/skeleton_final_v2/scissors/scissors_5181.npy,./batch_scissors/fitted/scissors_5181.npy
the-finger,the-finger,the-finger_236,train,./dataset/skeleton_final_v2/the-finger/the-finger_236.npy,./batch_thefinger/fitted/the-finger_236.npy
scissors,scissors,scissors-set2 (351),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (351).npy,./batch_scissors/fitted/scissors-set2 (351).npy
ok,ok,ok_Set2_ (82),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (82).npy,./batch_ok/fitted/ok_Set2_ (82).npy
rock,rock,rock-set2 (5),train,./dataset/skeleton_final_v2/rock/rock-set2 (5).npy,./batch_rock/fitted/rock-set2 (5).npy
thumb,thumbup,hand-10-2125,train,./dataset/skeleton_final_v2/thumbup/hand-10-2125.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-10-2125.npy
thumb,thumbdown,thumbdown_5822,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_5822.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_5822.npy
scissors,scissors,scissors-set2 (366),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (366).npy,./batch_scissors/fitted/scissors-set2 (366).npy
scissors,scissors,scissors (132),train,./dataset/skeleton_final_v2/scissors/scissors (132).npy,./batch_scissors/fitted/scissors (132).npy
scissors,scissors,scissors-set2 (195),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (195).npy,./batch_scissors/fitted/scissors-set2 (195).npy
scissors,scissors,scissors (241),train,./dataset/skeleton_final_v2/scissors/scissors (241).npy,./batch_scissors/fitted/scissors (241).npy
ok,ok,ok_Set2_ (135),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (135).npy,./batch_ok/fitted/ok_Set2_ (135).npy
thumb,thumbdown,thumbdown (322),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (322).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (322).npy
thumb,thumbdown,thumbdown (134),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (134).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (134).npy
scissors,scissors,scissors_5500,train,./dataset/skeleton_final_v2/scissors/scissors_5500.npy,./batch_scissors/fitted/scissors_5500.npy
thumb,thumbdown,thumbdown (253),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (253).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (253).npy
thumb,thumbup,hand-7-1460,train,./dataset/skeleton_final_v2/thumbup/hand-7-1460.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-7-1460.npy
scissors,scissors,scissors (29),train,./dataset/skeleton_final_v2/scissors/scissors (29).npy,./batch_scissors/fitted/scissors (29).npy
thumb,thumbdown,thumbdown_3375,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_3375.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_3375.npy
paper,paper,paper_8760,train,./dataset/skeleton_final_v2/paper/paper_8760.npy,./batch_paper/fitted/paper_8760.npy
thumb,thumbup,hand-7-1445,train,./dataset/skeleton_final_v2/thumbup/hand-7-1445.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-7-1445.npy
scissors,scissors,scissors-set2 (462),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (462).npy,./batch_scissors/fitted/scissors-set2 (462).npy
ok,ok,ok_Set2_ (547),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (547).npy,./batch_ok/fitted/ok_Set2_ (547).npy
paper,paper,paper-set2 (434),train,./dataset/skeleton_final_v2/paper/paper-set2 (434).npy,./batch_paper/fitted/paper-set2 (434).npy
paper,paper,paper-set2 (24),train,./dataset/skeleton_final_v2/paper/paper-set2 (24).npy,./batch_paper/fitted/paper-set2 (24).npy
ok,ok,ok_1967,train,./dataset/skeleton_final_v2/ok/ok_1967.npy,./batch_ok/fitted/ok_1967.npy
the-finger,the-finger,the-finger-set2 (212),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (212).npy,./batch_thefinger/fitted/the-finger-set2 (212).npy
thumb,thumbup,thumbup (449),train,./dataset/skeleton_final_v2/thumbup/thumbup (449).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (449).npy
paper,paper,paper (273),train,./dataset/skeleton_final_v2/paper/paper (273).npy,./batch_paper/fitted/paper (273).npy
scissors,scissors,scissors (251),train,./dataset/skeleton_final_v2/scissors/scissors (251).npy,./batch_scissors/fitted/scissors (251).npy
ok,ok,ok_5524,train,./dataset/skeleton_final_v2/ok/ok_5524.npy,./batch_ok/fitted/ok_5524.npy
ok,ok,ok_Set2_ (332),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (332).npy,./batch_ok/fitted/ok_Set2_ (332).npy
ok,ok,ok_Set2_ (277),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (277).npy,./batch_ok/fitted/ok_Set2_ (277).npy
the-finger,the-finger,the-finger_235,train,./dataset/skeleton_final_v2/the-finger/the-finger_235.npy,./batch_thefinger/fitted/the-finger_235.npy
ok,ok,ok_2662,train,./dataset/skeleton_final_v2/ok/ok_2662.npy,./batch_ok/fitted/ok_2662.npy
paper,paper,paper (196),train,./dataset/skeleton_final_v2/paper/paper (196).npy,./batch_paper/fitted/paper (196).npy
scissors,scissors,scissors-set2 (516),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (516).npy,./batch_scissors/fitted/scissors-set2 (516).npy
the-finger,the-finger,the-finger-set2 (304),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (304).npy,./batch_thefinger/fitted/the-finger-set2 (304).npy
ok,ok,ok_5762,train,./dataset/skeleton_final_v2/ok/ok_5762.npy,./batch_ok/fitted/ok_5762.npy
scissors,scissors,scissors-set2 (234),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (234).npy,./batch_scissors/fitted/scissors-set2 (234).npy
thumb,thumbdown,thumbdown_2237,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_2237.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_2237.npy
ok,ok,ok_Set2_ (61),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (61).npy,./batch_ok/fitted/ok_Set2_ (61).npy
the-finger,the-finger,the-finger-set2 (430),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (430).npy,./batch_thefinger/fitted/the-finger-set2 (430).npy
ok,ok,ok_Set2_ (518),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (518).npy,./batch_ok/fitted/ok_Set2_ (518).npy
scissors,scissors,scissors-set2 (155),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (155).npy,./batch_scissors/fitted/scissors-set2 (155).npy
scissors,scissors,scissors_7173,train,./dataset/skeleton_final_v2/scissors/scissors_7173.npy,./batch_scissors/fitted/scissors_7173.npy
paper,paper,paper-set2 (327),train,./dataset/skeleton_final_v2/paper/paper-set2 (327).npy,./batch_paper/fitted/paper-set2 (327).npy
scissors,scissors,scissors_7188,train,./dataset/skeleton_final_v2/scissors/scissors_7188.npy,./batch_scissors/fitted/scissors_7188.npy
paper,paper,paper (170),train,./dataset/skeleton_final_v2/paper/paper (170).npy,./batch_paper/fitted/paper (170).npy
scissors,scissors,scissors-set2 (635),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (635).npy,./batch_scissors/fitted/scissors-set2 (635).npy
thumb,thumbdown,hand-7-1605,train,./dataset/skeleton_final_v2/thumbdown/hand-7-1605.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-7-1605.npy
paper,paper,paper-set2 (129),train,./dataset/skeleton_final_v2/paper/paper-set2 (129).npy,./batch_paper/fitted/paper-set2 (129).npy
thumb,thumbup,thumbup (46),train,./dataset/skeleton_final_v2/thumbup/thumbup (46).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (46).npy
ok,ok,ok_1530,train,./dataset/skeleton_final_v2/ok/ok_1530.npy,./batch_ok/fitted/ok_1530.npy
paper,paper,paper-set2 (11),train,./dataset/skeleton_final_v2/paper/paper-set2 (11).npy,./batch_paper/fitted/paper-set2 (11).npy
thumb,thumbup,hand-11-550,train,./dataset/skeleton_final_v2/thumbup/hand-11-550.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-11-550.npy
scissors,scissors,scissors_3927,train,./dataset/skeleton_final_v2/scissors/scissors_3927.npy,./batch_scissors/fitted/scissors_3927.npy
paper,paper,paper (83),train,./dataset/skeleton_final_v2/paper/paper (83).npy,./batch_paper/fitted/paper (83).npy
paper,paper,paper_6701,train,./dataset/skeleton_final_v2/paper/paper_6701.npy,./batch_paper/fitted/paper_6701.npy
scissors,scissors,scissors-set2 (243),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (243).npy,./batch_scissors/fitted/scissors-set2 (243).npy
scissors,scissors,scissors_5931,train,./dataset/skeleton_final_v2/scissors/scissors_5931.npy,./batch_scissors/fitted/scissors_5931.npy
paper,paper,paper_1438,train,./dataset/skeleton_final_v2/paper/paper_1438.npy,./batch_paper/fitted/paper_1438.npy
scissors,scissors,scissors_6955,train,./dataset/skeleton_final_v2/scissors/scissors_6955.npy,./batch_scissors/fitted/scissors_6955.npy
scissors,scissors,scissors_6167,train,./dataset/skeleton_final_v2/scissors/scissors_6167.npy,./batch_scissors/fitted/scissors_6167.npy
paper,paper,paper_42,train,./dataset/skeleton_final_v2/paper/paper_42.npy,./batch_paper/fitted/paper_42.npy
ok,ok,ok (233),train,./dataset/skeleton_final_v2/ok/ok (233).npy,./batch_ok/fitted/ok (233).npy
ok,ok,ok (23),train,./dataset/skeleton_final_v2/ok/ok (23).npy,./batch_ok/fitted/ok (23).npy
paper,paper,paper-set2 (419),train,./dataset/skeleton_final_v2/paper/paper-set2 (419).npy,./batch_paper/fitted/paper-set2 (419).npy
thumb,thumbdown,thumbdown_185,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_185.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_185.npy
ok,ok,ok_Set2_ (312),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (312).npy,./batch_ok/fitted/ok_Set2_ (312).npy
ok,ok,ok_Set2_ (225),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (225).npy,./batch_ok/fitted/ok_Set2_ (225).npy
the-finger,the-finger,the-finger (153),train,./dataset/skeleton_final_v2/the-finger/the-finger (153).npy,./batch_thefinger/fitted/the-finger (153).npy
ok,ok,ok_8904,train,./dataset/skeleton_final_v2/ok/ok_8904.npy,./batch_ok/fitted/ok_8904.npy
thumb,thumbdown,thumbdown_7768,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_7768.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_7768.npy
thumb,thumbup,hand-11-2300,train,./dataset/skeleton_final_v2/thumbup/hand-11-2300.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-11-2300.npy
scissors,scissors,scissors (266),train,./dataset/skeleton_final_v2/scissors/scissors (266).npy,./batch_scissors/fitted/scissors (266).npy
thumb,thumbdown,thumbdown_7436,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_7436.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_7436.npy
thumb,thumbup,thumbup (42),train,./dataset/skeleton_final_v2/thumbup/thumbup (42).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (42).npy
thumb,thumbup,thumbup (77),train,./dataset/skeleton_final_v2/thumbup/thumbup (77).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (77).npy
rock,rock,rock-set2 (50),train,./dataset/skeleton_final_v2/rock/rock-set2 (50).npy,./batch_rock/fitted/rock-set2 (50).npy
paper,paper,paper_37,train,./dataset/skeleton_final_v2/paper/paper_37.npy,./batch_paper/fitted/paper_37.npy
rock,rock,rock-set2 (213),train,./dataset/skeleton_final_v2/rock/rock-set2 (213).npy,./batch_rock/fitted/rock-set2 (213).npy
scissors,scissors,scissors (296),train,./dataset/skeleton_final_v2/scissors/scissors (296).npy,./batch_scissors/fitted/scissors (296).npy
paper,paper,paper_737,train,./dataset/skeleton_final_v2/paper/paper_737.npy,./batch_paper/fitted/paper_737.npy
rock,rock,rock (91),train,./dataset/skeleton_final_v2/rock/rock (91).npy,./batch_rock/fitted/rock (91).npy
scissors,scissors,scissors_5514,train,./dataset/skeleton_final_v2/scissors/scissors_5514.npy,./batch_scissors/fitted/scissors_5514.npy
thumb,thumbdown,thumbdown (194),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (194).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (194).npy
ok,ok,ok_7693,train,./dataset/skeleton_final_v2/ok/ok_7693.npy,./batch_ok/fitted/ok_7693.npy
thumb,thumbup,thumbup_2129,train,./dataset/skeleton_final_v2/thumbup/thumbup_2129.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup_2129.npy
ok,ok,ok_Set2_ (392),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (392).npy,./batch_ok/fitted/ok_Set2_ (392).npy
scissors,scissors,scissors_440,train,./dataset/skeleton_final_v2/scissors/scissors_440.npy,./batch_scissors/fitted/scissors_440.npy
paper,paper,paper (19),train,./dataset/skeleton_final_v2/paper/paper (19).npy,./batch_paper/fitted/paper (19).npy
thumb,thumbdown,thumbdown_1317,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_1317.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_1317.npy
paper,paper,paper_731,train,./dataset/skeleton_final_v2/paper/paper_731.npy,./batch_paper/fitted/paper_731.npy
thumb,thumbup,thumbup (489),train,./dataset/skeleton_final_v2/thumbup/thumbup (489).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (489).npy
thumb,thumbup,thumbup_8130,train,./dataset/skeleton_final_v2/thumbup/thumbup_8130.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup_8130.npy
ok,ok,ok (96),train,./dataset/skeleton_final_v2/ok/ok (96).npy,./batch_ok/fitted/ok (96).npy
ok,ok,ok (220),train,./dataset/skeleton_final_v2/ok/ok (220).npy,./batch_ok/fitted/ok (220).npy
ok,ok,ok_1536,train,./dataset/skeleton_final_v2/ok/ok_1536.npy,./batch_ok/fitted/ok_1536.npy
paper,paper,paper-set2 (439),train,./dataset/skeleton_final_v2/paper/paper-set2 (439).npy,./batch_paper/fitted/paper-set2 (439).npy
scissors,scissors,scissors_6151,train,./dataset/skeleton_final_v2/scissors/scissors_6151.npy,./batch_scissors/fitted/scissors_6151.npy
paper,paper,paper_744,train,./dataset/skeleton_final_v2/paper/paper_744.npy,./batch_paper/fitted/paper_744.npy
thumb,thumbup,thumbup (34),train,./dataset/skeleton_final_v2/thumbup/thumbup (34).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (34).npy
scissors,scissors,scissors (329),train,./dataset/skeleton_final_v2/scissors/scissors (329).npy,./batch_scissors/fitted/scissors (329).npy
ok,ok,ok_8922,train,./dataset/skeleton_final_v2/ok/ok_8922.npy,./batch_ok/fitted/ok_8922.npy
scissors,scissors,scissors-set2 (584),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (584).npy,./batch_scissors/fitted/scissors-set2 (584).npy
the-finger,the-finger,the-finger-set2 (348),train,./dataset/skeleton_final_v2/the-finger/the-finger-set2 (348).npy,./batch_thefinger/fitted/the-finger-set2 (348).npy
thumb,thumbdown,thumbdown_4405,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_4405.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_4405.npy
paper,paper,paper_6332,train,./dataset/skeleton_final_v2/paper/paper_6332.npy,./batch_paper/fitted/paper_6332.npy
thumb,thumbdown,thumbdown_4446,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_4446.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_4446.npy
thumb,thumbdown,hand-7-1610,train,./dataset/skeleton_final_v2/thumbdown/hand-7-1610.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-7-1610.npy
scissors,scissors,scissors (467),train,./dataset/skeleton_final_v2/scissors/scissors (467).npy,./batch_scissors/fitted/scissors (467).npy
ok,ok,ok_Set2_ (437),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (437).npy,./batch_ok/fitted/ok_Set2_ (437).npy
scissors,scissors,scissors (422),train,./dataset/skeleton_final_v2/scissors/scissors (422).npy,./batch_scissors/fitted/scissors (422).npy
paper,paper,paper-set2 (272),train,./dataset/skeleton_final_v2/paper/paper-set2 (272).npy,./batch_paper/fitted/paper-set2 (272).npy
thumb,thumbup,thumbup_3020,train,./dataset/skeleton_final_v2/thumbup/thumbup_3020.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup_3020.npy
thumb,thumbdown,thumbdown_5816,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_5816.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_5816.npy
thumb,thumbdown,thumbdown_6259,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_6259.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_6259.npy
thumb,thumbdown,thumbdown_2217,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_2217.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_2217.npy
thumb,thumbdown,thumbdown (66),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (66).npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown (66).npy
scissors,scissors,scissors-set2 (616),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (616).npy,./batch_scissors/fitted/scissors-set2 (616).npy
rock,rock,rock-set2 (348),train,./dataset/skeleton_final_v2/rock/rock-set2 (348).npy,./batch_rock/fitted/rock-set2 (348).npy
the-finger,the-finger,the-finger_244,train,./dataset/skeleton_final_v2/the-finger/the-finger_244.npy,./batch_thefinger/fitted/the-finger_244.npy
rock,rock,rock_693,train,./dataset/skeleton_final_v2/rock/rock_693.npy,./batch_rock/fitted/rock_693.npy
thumb,thumbdown,thumbdown_3200,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_3200.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_3200.npy
thumb,thumbdown,thumbdown_3224,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_3224.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_3224.npy
thumb,thumbup,thumbup (274),train,./dataset/skeleton_final_v2/thumbup/thumbup (274).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (274).npy
scissors,scissors,scissors-set2 (384),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (384).npy,./batch_scissors/fitted/scissors-set2 (384).npy
thumb,thumbdown,thumbdown_3248,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_3248.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_3248.npy
thumb,thumbup,hand-7-1465,train,./dataset/skeleton_final_v2/thumbup/hand-7-1465.npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/hand-7-1465.npy
thumb,thumbup,thumbup (10),train,./dataset/skeleton_final_v2/thumbup/thumbup (10).npy,./data/salux_refined_6cls/thumb_sources/thumbup/fitted/thumbup (10).npy
ok,ok,ok_79,train,./dataset/skeleton_final_v2/ok/ok_79.npy,./batch_ok/fitted/ok_79.npy
paper,paper,paper_5909,train,./dataset/skeleton_final_v2/paper/paper_5909.npy,./batch_paper/fitted/paper_5909.npy
thumb,thumbdown,thumbdown_5660,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_5660.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/thumbdown_5660.npy
ok,ok,ok (132),train,./dataset/skeleton_final_v2/ok/ok (132).npy,./batch_ok/fitted/ok (132).npy
thumb,thumbdown,hand-10-570,train,./dataset/skeleton_final_v2/thumbdown/hand-10-570.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-10-570.npy
paper,paper,paper-set2 (46),train,./dataset/skeleton_final_v2/paper/paper-set2 (46).npy,./batch_paper/fitted/paper-set2 (46).npy
ok,ok,ok (170),train,./dataset/skeleton_final_v2/ok/ok (170).npy,./batch_ok/fitted/ok (170).npy
the-finger,the-finger,the-finger_3474,train,./dataset/skeleton_final_v2/the-finger/the-finger_3474.npy,./batch_thefinger/fitted/the-finger_3474.npy
thumb,thumbdown,hand-7-1595,train,./dataset/skeleton_final_v2/thumbdown/hand-7-1595.npy,./data/salux_refined_6cls/thumb_sources/thumbdown/fitted/hand-7-1595.npy
